Animal	Sex	Farrowing Group	Line	Sire	Sire Line	Week 8 Weigh Date	Week 8 Weight	Weight Date	Weight	Weight Date_2	Weight_2	Week 22 Weigh Date	Week 22 Weight	Disposal Date	Disposal Code	Disposal Reason
201525411	1	201516	124	123921005	112	06/02/15	34.5	07/13/15	106.3	08/11/15	152.6	09/09/15	262.4	09/24/15	4	SRSL
201525412	1	201516	124	123921005	112	06/02/15	31.2	07/13/15	96.5	08/11/15	161.4	09/09/15	276.4	09/15/15	4	SRSL
201525413	1	201516	124	123921005	112	06/02/15	24	07/13/15	75.9	08/11/15	135.8	09/09/15	228.7	10/07/15	4	SRSF
201525414	1	201516	124	123921005	112	06/02/15	27.1	07/13/15	89.1	08/11/15	155.3	09/09/15	247.3	09/24/15	4	SRSL
201525601	2	201516	252	377818002	102	06/02/15	30.3	07/13/15	88.3	08/11/15	147	09/09/15	254.3	09/24/15	4	SRSL
201525602	2	201516	252	377818002	102	06/02/15	34.9	07/13/15	109.6	08/11/15	172.1	09/09/15	299.1	09/10/15	4	SRSL
201525603	2	201516	252	377818002	102	06/02/15	31.8	07/13/15	100.9	08/11/15	167.5	09/09/15	276.7	09/15/15	4	SRSL
201525604	2	201516	252	377818002	102	06/02/15	28.3	07/13/15	91.2	08/11/15	151.2	09/09/15	271.4	09/15/15	4	SRSL
201525605	2	201516	252	377818002	102	06/02/15	34	07/13/15	111.6	08/11/15	165.1	09/09/15	280.7	09/15/15	4	SRSL
201525606	2	201516	252	377818002	102	06/02/15	26.9	07/13/15	79.6	08/11/15	136	09/09/15	250.1	09/24/15	4	SRSL
201525608	1	201516	252	377818002	102	06/02/15	29.9	07/13/15	94.2	08/11/15	173.7	09/09/15	300.2	09/15/15	4	SRSL
201525609	1	201516	252	377818002	102	06/02/15	28.1	06/02/15	28.1	06/02/15	28.1			07/01/15	7	ARTH
201525610	1	201516	252	377818002	102	06/02/15	30.4	07/13/15	96.2	08/11/15	175.9	09/09/15	298.6	09/10/15	4	SRSL
201525611	1	201516	252	377818002	102	06/02/15	31.4	07/13/15	96.2	08/11/15	169.1	09/09/15	286.7	09/10/15	4	SRSL
201525701	2	201516	252	377818002	102	06/02/15	28.6	07/13/15	90.6	08/11/15	149	09/09/15	251.1	09/24/15	4	SRSL
201525702	2	201516	252	377818002	102	06/02/15	26.4	07/13/15	88.8	08/11/15	152.2	09/09/15	266.9	09/15/15	4	SRSL
201525704	1	201516	252	377818002	102	06/02/15	27.3	07/13/15	85.2	08/11/15	150	09/09/15	279.6	09/15/15	4	SRSL
201525801	2	201516	124	544599007	103	06/02/15	29.8	07/13/15	101.9	08/11/15	153.4	09/09/15	259	09/24/15	4	SRSL
201525803	2	201516	124	544599007	103	06/02/15	31.7	07/13/15	103.9	08/11/15	171.5	09/09/15	286.6	09/15/15	4	SRSL
201525810	1	201516	124	544599007	103	06/02/15	31.9	07/13/15	109.3	08/11/15	177.9	09/09/15	289	09/10/15	4	SRSL
201525811	1	201516	124	544599007	103	06/02/15	29.3	07/13/15	91.1	08/11/15	154.7	09/09/15	260.8	09/24/15	4	SRSL
201525814	1	201516	124	544599007	103	06/02/15	27.1	07/13/15	89.8	08/11/15	144.6	08/11/15	144.6	08/24/15	7	ARTH
201525901	2	201516	124	123921005	112	06/02/15	27.3	07/13/15	85.1	08/11/15	127.2	09/09/15	221.4	01/07/16	4	SEBD
201525903	2	201516	124	123921005	112	06/02/15	25.1	07/13/15	81.5	08/11/15	125.6	09/09/15	221	10/13/16	4	OPEN
201525905	1	201516	124	123921005	112	06/02/15	25.3	07/13/15	83.8	08/11/15	142.4	09/09/15	231.9	09/24/15	4	SRSL
201525906	1	201516	124	123921005	112	06/02/15	26	07/13/15	86.9	08/11/15	154	09/09/15	257.5	09/24/15	4	SRSL
201526001	2	201516	252	377818002	102	06/02/15	31.2	07/13/15	104.2	08/11/15	163.9	09/09/15	257.3	09/24/15	4	SRSL
201526002	2	201516	252	377818002	102	06/02/15	29.5	07/13/15	99.5	08/11/15	150.7	09/09/15	256.8	09/24/15	4	SRSL
201526003	2	201516	252	377818002	102	06/02/15	29.3	07/13/15	105.8	08/11/15	180.8	09/09/15	286.1	09/15/15	4	SRSL
201526004	2	201516	252	377818002	102	06/02/15	25.5	07/13/15	96.1	08/11/15	143.2	09/09/15	236.7	09/24/15	4	SRSL
201526005	1	201516	252	377818002	102	06/02/15	35.5	07/13/15	115.2	08/11/15	175.4	09/09/15	284	09/10/15	4	SRSL
201526006	1	201516	252	377818002	102	06/02/15	32.1	07/13/15	113.2	08/11/15	188.8	09/09/15	313.1	09/10/15	4	SRSL
201526007	1	201516	252	377818002	102	06/02/15	34.2	07/13/15	106.6	08/11/15	176	09/09/15	291.9	09/10/15	4	SRSL
201526008	1	201516	252	377818002	102	06/02/15	33.5	07/13/15	105.2	08/11/15	175	09/09/15	282.8	09/24/15	4	SRSL
201526101	2	201516	124	544599007	103	06/02/15	28.6	07/13/15	97	08/11/15	158.3	09/09/15	274.6	09/24/15	4	SRSL
201526107	1	201516	124	544599007	103	06/02/15	26.5	07/13/15	79.4	08/11/15	133.7	09/09/15	223.2	10/07/15	4	SRSF
